Frequency,Non vocalized Syriac,Vocalized Syriac,SedraID,absolute_frequency,Grammatical Category,long_definition,English,category
1729,ܚܪܝܦܐ,ܚܰܪܺܝܦܳܐ,1150,803.7,NounAdj,"ܚܰܪܺܝܦܳܐ sharp, sudden, acute, severe; prompt, swift; shrill.","sharp, sudden, acute",
1730,ܫܐܪܐ,ܫܺܐܪܳܐ,11443,803,NounAdj,ܫܺܐܪܳܐ bracelet.,bracelet,
1731,ܩܛܪܓ,ܩܰܛܪܶܓ,2803,803,Verb,"ܩܰܛܪܶܓ IVa to denounce, accuse; to predicate; IVp to be accused; to be predicated.","to denounce, accuse",
1732,ܣܦܪܐ,ܣܦܳܪܳܐ,2189,802.92,NounAdj,"ܣܦܳܪܳܐ shore, coast, border, edge, margin. ","shore, border, edge",
1733,ܟܘܪܐ,ܟܽܘܪܳܐ,5590,800.65,NounAdj,"ܟܽܘܪܳܐ furnace, crucible. {new}",furnace,
1734,ܙܝܢ,ܙܰܝܶܢ,15829,799.7,Verb,ܙܰܝܶܢ (= IIa ܙܳܢ) to arm; IIp.,to arm,Bodies
1735,ܡܬܡܠܠܢܐ,ܡܶܬܡܰܠܠܳܢܳܐ,10235,798,NounAdj,"ܡܶܬܡܰܠܠܳܢܳܐ capable of expression; + ܠܳܐ ineffable, inexpressible.",capable of expression,
1736,ܩܛܡܐ,ܩܶܛܡܳܐ,2790,797.6,NounAdj,ܩܶܛܡܳܐ ashes.,ashes,Death
1737,ܓܘܚܟܐ,ܓܽܘܚܟܳܐ,556,796,NounAdj,ܓܽܘܚܟܳܐ laughter; ridicule.,laughter; ridicule,
1738,ܚܠܝܛܐ,ܚܠܺܝܛܳܐ,13451,796,NounAdj,ܚܠܺܝܛܳܐ variegated; dissolute.,variegated; dissolute,
1739,ܕܡܛܝܒ,ܡܛܰܝܒܳܐ,3496,796,NounAdj,ܡܛܰܝܒܳܐ ready.,ready,
1740,ܐܪܒܥܣܪܐ,ܐܰܪܒܰܥܶܣܪ̈ܶܐ,6645,795,number,ܐܰܪܒܰܥܶܣܪ̈ܶܐ fourteen.,fourteen,
1741,ܘܥܕܐ,ܘܰܥܕܳܐ,831,795,NounAdj,"ܘܰܥܕܳܐ meeting place, appointed time; approach, access; end, terminus; promise, pact; Lit. ܘܰܥܕܳܐ ܕܰܠܡܺܐܢܳܐ service commemorating the Ten Wise Vergins at the beginning of Passion Week.","meeting place, time; approach",Movement
1742,ܛܘܒܬܢܘܬܐ,ܛܽܘܒܬܳܢܽܘܬܳܐ,7690,794,NounAdj,"ܛܽܘܒܬܳܢܽܘܬܳܐ beatitude, blessed state.","beatitude, blessed state",
1743,ܟܬܢܐ,ܟܶܬܳܢܳܐ,1608,792,NounAdj,"ܟܶܬܳܢܳܐ linen, flax; sail (of boat).","linen, flax; sail",
1744,ܨܰܦܪܐ,ܨܶܦܪܳܐ,2712,789.39,NounAdj,ܨܶܦܪܳܐ f. small bird. ,small bird,Animals
1745,ܪܘܒܐ,ܪܰܘܒܳܐ,2966,789,NounAdj,ܪܰܘܒܳܐ uproar.,uproar,
1746,ܡܝܠܐ,ܡܺܝܠܳܐ,1751,788,NounAdj,ܡܺܝܠܳܐ mile; milestone.,mile; milestone,
1747,ܙܗܝܪܐ,ܙܗܺܝܪܳܐ,855,787,NounAdj,"ܙܗܺܝܪܳܐ secure, circumspect, prudent.","secure, circumspect, prudent",
1748,ܡܫܟܐ,ܡܶܫܟܳܐ,1875,786.6,NounAdj,"ܡܶܫܟܳܐ skin, hide, rind; leather.",skin; leather,Materials
1749,ܡܬܚ,ܡܬܰܚ,1879,785,Verb,"ܡܬܰܚ fut. ܢܶܡܬܽܘܚ, Ia to extend, stretch, lengthen, prolong; to reach out, direct; Ip to be spread out, to be stretched out, to reach, to be prolonged.","to extend, stretch",
1750,ܚܕܬܐܝܬ,ܚܰܕܬܳܐܺܝܬ,8307,784,Adverb_ܐܝܬ,"ܚܰܕܬܳܐܺܝܬ recently, newly; unusually.","recently, newly; unusually",
1751,ܙܘܡܪܐ,ܙܽܘܡܳܪܳܐ,11655,784,NounAdj,"ܙܽܘܡܳܪܳܐ psalmody, chant.","psalmody, chant",
1752,ܡܚܙܝܬܐ,ܡܰܚܙܺܝܬܳܐ,1002,783,NounAdj,ܡܰܚܙܺܝܬܳܐ mirror.,mirror,
1753,ܥܨܘܒ,ܥܨܰܒ,2391,782,Verb,"ܥܨܰܒ fut. ܢܶܥܨܽܘܒ, Ia to bandage, to bind up; Ip; IIa.","to bandage, to bind up",
1754,ܫܘܚ,ܫܘܰܚ,3144,780,Verb,"ܫܘܰܚ fut. ܢܶܫܘܰܚ, Ia to sprout, flourish; IIIa.","to sprout, flourish",
1755,ܡܚܫܘܠܐ,ܡܰܚܫܽܘܠܳܐ,1182,780,NounAdj,"ܡܰܚܫܽܘܠܳܐ storm, tempest.","storm, tempest",
1756,ܡܘܕܥܐ,ܐܰܘܕܰܥ,14711,778,Active participle,ܐܰܘܕܰܥ (= IIIa ܝܺܕܰܥ) to make known.,to make known,
1757,ܣܘܟܐ,ܣܰܘ̈ܟܶܐ,6773,778,NounAdj,ܣܰܘ̈ܟܶܐ branches (see ܣܰܘܟܬܳܐ).,branches,
1758,ܦܟܪ,ܦܟܰܪ,2516,773,Verb,"ܦܟܰܪ fut. ܢܶܦܟܽܘܪ, Ia to bind; to join, clasp (the hands); Ip; IIa to bind tightly; to ensnare; IIp.",to bind,
1759,ܠܒܘܬܐ,ܒܰܘܬܳܐ,13340,773,NounAdj,"ܒܰܘܬܳܐ passing the night, vigil; lodging.","passing the night, vigil; lodging",Buildings
1760,ܣܡܟܐ,ܣܡܳܟܳܐ,2156,772.8,NounAdj,"ܣܡܳܟܳܐ seat, place (at table); feast, banquet.",seat,
1761,ܣܕܩܐ,ܣܶܕܩܳܐ,2076,772,NounAdj,"ܣܶܕܩܳܐ rent, tear; division; schism, sect.",rent; division; schism,
1762,ܫܪܘܬܐ,ܫܳܪܽܘܬܳܐ,3316,772,NounAdj,ܫܳܪܽܘܬܳܐ meal; feast.,meal; feast,Food
1763,ܦܥܠܐ,ܦܳܥܠܳܐ,2556,771.2,NounAdj,"ܦܳܥܠܳܐ laborer, worker.","laborer, worker",
1764,ܝܘܕ,ܝܽܘܕ,10016,771,letter; numerical value,"ܝܽܘܕ the letter Yudh ; numerical value: 10.  ܝܽܘܕ, ܝܽܘܕܳܐ jot, tip of letter.  ܝܽܘܕ, ܝܽܘܕܳܐ jot, tip of letter.",the letter Yudh ; numerical value: 10,Writing
1765,ܥܠܡܢܝܐ,ܥܳܠܡܳܢܳܝܳܐ,2333,771,NounAdj,"ܥܳܠܡܳܢܳܝܳܐ worldly, mundane; secular.","worldly, mundane; secular",
1766,ܫܬܡܐܐ,ܫܶܬܡܳܐܐ,3334,770,number,ܫܶܬܡܳܐܐ six hundred.,six hundred,Numbers
1767,ܐܪܒܥܡܐܐ,ܐܰܪܒܰܥܡܳܐܐ,269,770,number,ܐܰܪܒܰܥܡܳܐܐ four hundred.,four hundred,Numbers
1768,ܫܝܦܘܪܐ,ܫܺܝܦܽܘܪܳܐ,3188,769,NounAdj,ܫܺܝܦܽܘܪܳܐ trumpet.,trumpet,Music
1769,ܡܢܦܫܐ,ܡܢܰܦܫܳܐ,5606,769,NounAdj,"ܡܢܰܦܫܳܐ animate, endowed with life.","animate, endowed with life",
1770,ܫܚܩܐ,ܫܚܳܩܳܐ,3170,767,NounAdj,ܫܚܳܩܳܐ fatigue; vexation; wear and tear; pounding.,fatigue; vexation,
1771,ܟܪܟܐ,ܟܰܪܟܳܐ,1593,766.8,NounAdj,ܟܰܪܟܳܐ walled town.,walled town,Places
1772,ܐܠܨܐܝܬ,ܐܳܠܨܳܐܺܝܬ,7629,764,Adverb_ܐܝܬ,ܐܳܠܨܳܐܺܝܬ necessarily.,necessarily,
1773,ܟܬܦܗ,ܟܰܬܦܳܐ,1609,764,NounAdj,"ܟܰܬܦܳܐ (pl. ܟܰܬܦ̈ܳܬܳܐ) f. shoulder, shoulder-blade.","shoulder, shoulder-blade",
1774,ܒܝܪܬܐ,ܒܺܝܪܬܳܐ,10175,762,NounAdj,ܒܺܝܪܬܳܐ palace.,palace,
1775,ܡܦܫܩܢܐ,ܡܦܰܫܩܳܢܳܐ,13582,761,NounAdj,"ܡܦܰܫܩܳܢܳܐ commentator, expositor; translator; explanatory, interpretative.",commentator; translator,
1776,ܡܚܣܢ,ܠܡܰܚܣܶܢ,12202,761,Adverb,"ܠܡܰܚܣܶܢ scarcely, hardly, with difficulty.","scarcely, hardly, with difficulty",
1777,ܫܟܝܢܬܐ,ܫܟܺܝܢܬܳܐ,5857,759,NounAdj,ܫܟܺܝܢܬܳܐ habitation; shrine; reliquary; the Divine Presence.,habitation; shrine; the Divine Presence,
1778,ܙܘܥܬܐ,ܙܰܘܥܬܳܐ,10444,759,NounAdj,"ܙܰܘܥܬܳܐ quaking, trembling, terror.","quaking, trembling",
1779,ܡܓܕܠܐ,ܡܰܓܕܠܳܐ,516,759,NounAdj,ܡܰܓܕܠܳܐ tower.,tower,
1780,ܪܗܝܒܐ,ܪܗܺܝܒܳܐ,2953,759,NounAdj,"ܪܗܺܝܒܳܐ hasty, hurried, rapid; agitated.",hasty; agitated,
1781,ܡܢܝܐ,ܡܰܢܝܳܐ,1803,758.1,NounAdj,"ܡܰܢܝܳܐ measure of weight, value.",measure,
1782,ܝܕܘܥܐ,ܝܳܕܽܘܥܳܐ,1301,757.4,NounAdj,"ܝܳܕܽܘܥܳܐ learned, experienced, skilful; acquaintance; intimate.", learned,
1783,ܝܕܥܐ,ܝܰܕܥܳܐ,7837,757,NounAdj,"ܝܰܕܥܳܐ mark, indication, sign.","mark, indication",
1784,ܢܫܩ,ܢܫܰܩ,2037,757,Verb,ܢܫܰܩ Ia to kiss; Ip; IIa.,to kiss,
1785,ܥܝܐ,ܥܳܝܳܐ,13750,756,Interjection,"ܥܳܝܳܐ woe!, alas for!",woe,
1786,ܨܒܝܢܝܐ,ܨܶܒܝܳܢܳܝܳܐ,13758,754,NounAdj,ܨܶܒܝܳܢܳܝܳܐ voluntary.,voluntary,
1787,ܬܟܫܦܬܐ,ܬܰܟܫܶܦܬܳܐ,1504,754,NounAdj,"ܬܰܟܫܶܦܬܳܐ supplication, entreaty, intercession.","supplication, entreaty, intercession",
1788,ܩܫܝܐܝܬ,ܩܰܫܝܳܐܺܝܬ,12883,753,Adverb_ܐܝܬ,ܩܰܫܝܳܐܺܝܬ harshly.,harshly,
1789,ܡܚܪ,ܡܚܳܪ,1740,753,Adverb,ܡܚܳܪ tomorrow; the future; Kth. ܠܰܡܚܳܪ tomorrow.,tomorrow; the future,
1790,ܪܬܚܐ,ܪܶܬܚܳܐ,8945,752,NounAdj,"ܪܶܬܚܳܐ fervor, enthusiasm; bubbling up, fermentation.",fervor; fermentation,
1791,ܒܬ,ܒܳܬ,387,752,Verb,"ܒܳܬ fut. ܢܶܒܽܘܬ, Ia to spend the night; IIIa to leave through the night; to withhold.",to spend the night,Time
1792,ܚܕܥܣܪ,ܚܕܰܥܣܰܪ,953,751,number,ܚܕܰܥܣܰܪ eleven.,eleven,
1793,ܣܦܩܐ,ܣܳܦܩܳܐ,5539,749.6,NounAdj,"ܣܳܦܩܳܐ capable, competent.","capable, competent",
1794,ܗܘܦܟܐ,ܗܽܘܦܳܟܳܐ,805,749,NounAdj,"ܗܽܘܦܳܟܳܐ turning back; manner of life; deliberation; controversy; Gram. inflection, conjugation; ܗܽܘܦܳܟ ܡ̈ܶܠܶܐreply.",turning back; manner of life; controversy,
1795,ܡܪܝܪܐܝܬ,ܡܰܪܺܝܪܳܐܺܝܬ,5015,749,Adverb_ܐܝܬ,"ܡܰܪܺܝܪܳܐܺܝܬ bitterly, cruelly, harshly.","bitterly, cruelly",
1796,ܚܪܫܐ,ܚܰܪܳܫܳܐ,1157,748.25,NounAdj,"ܚܰܪܳܫܳܐ magician, sorcerer, enchanter.","magician, sorcerer",
1797,ܡܪܪܐ,ܡܪܳܪܳܐ,1840,748,NounAdj,"ܡܪܳܪܳܐ bitterness, gall.","bitterness, gall",
1798,ܥܕܝܠܐ,ܥܕܺܝܠܳܐ,7308,748,NounAdj,ܥܕܺܝܠܳܐ reprehensible; culpable.,reprehensible; culpable,
1799,ܠܡܦܐܕܐ,ܠܰܡܦܺܝܐܕܳܐ,7883,747,NounAdj,"ܠܰܡܦܺܝܕܳܐ, ܠܰܡܦܺܝܐܕܳܐ lamp, torch.","lamp, torch",
1800,ܡܬܪܣܐ,ܬܰܪܣܺܝ,3446,746,Verb,"ܬܰܪܣܺܝ IVa to nourish, feed; to supply; to support; to rear; IVp.","to nourish, feed",
1801,ܦܗܝܐ,ܦܶܗܝܳܐ,10919,745.6,NounAdj,"ܦܶܗܝܳܐ error, aberration; distraction.","error, aberration; distraction",
1802,ܟܠܕܝܐ,ܟܰܠܕܳܝܳܐ,1533,745,NounAdj,"ܟܰܠܕܳܝܳܐ astrologer, diviner.","astrologer, diviner",
1803,ܛܒܝܒܐ,ܛܒܺܝܒܳܐ,8818,745,NounAdj,"ܛܒܺܝܒܳܐ renowned, illustrious; famous, well-known.",renowned; famous,
1804,ܥܡܛܢܐ,ܥܰܡܛܳܢܳܐ,2347,744,NounAdj,"ܥܰܡܛܳܢܳܐ darkness, gloom.","darkness, gloom",
1805,ܥܝܪܘܬܐ,ܥܺܝܪܽܘܬܳܐ,5594,744,NounAdj,ܥܺܝܪܽܘܬܳܐ vigilance; attention; wakefulness.,vigilance; attention; wakefulness,
1806,ܬܘܐ,ܬܘܳܐ,3368,743,Verb,"ܬܘܳܐ fut. ܢܶܬܘܶܐ, Ia to be sorry, to feel remorse; Ip to regret; IIa to move to contrition; IIIa to make contrite.","to be sorry, to feel remorse",Senses
1807,ܩܝܡܐ,ܩܳܝܡܳܐ,12096,742.08,NounAdj,"ܩܳܝܡܳܐ post, column. ","post, column",
1808,ܛܟ,ܛܰܟ,8796,742,Adverb,ܛܰܟ perhaps.,perhaps,
1809,ܚܡܝܪܐ,ܚܡܺܝܪܳܐ,1074,741,NounAdj,"ܚܡܺܝܪܳܐ leaven, leavened bread.","leaven, leavened bread",Food
1810,ܡܪܬܝܢܘܬܐ,ܡܰܪܬܝܳܢܽܘܬܳܐ,3086,740,NounAdj,"ܡܰܪܬܝܳܢܽܘܬܳܐ admonition, warning, exhortation.","admonition, warning, exhortation",
1811,ܚܣܕܐ,ܚܶܣܕ݁ܳܐ,9701,740,NounAdj,"ܚܶܣܕ݁ܳܐ shame, ignominy.",shame,Emotions
1812,ܚܣܕܐ,ܚܶܣܕ݂ܳܐ,9498,740,NounAdj,"ܚܶܣܕ݂ܳܐ mercy, kindness.",mercy,Emotions
1813,ܕܫܢܐ,ܕܳܫܢܳܐ,13699,740,NounAdj,"ܕܳܫܢܳܐ gift, present.","gift, present",
1814,ܡܦܩܬܐ,ܡܰܦܰܩܬܳܐ,2001,739,NounAdj,"ܡܰܦܰܩܬܳܐ departure, expedition, procession; edition; translation, version (esp. biblical); expense; Gram. pronunciation.",departure; edition; translation,
1815,ܚܬܡ,ܚܬܰܡ,1187,737,Verb,"ܚܬܰܡ fut. ܢܶܚܬܽܘܡ, Ia to seal; to ratify, confirm; to make the sign of the cross; to finish, conclude; to stop up, close; Kth. to print, publish; Ip to be sealed, signed; to be closed; Kth. to be printed, published; IIa to seal, sign, subscribe; to certify; to mark, sign with the cross; to finish, conclude; IIp to be consummated, accomplished; to be printed.",to seal; to make the sign of the cross,Christianity
1816,ܓܘܢܚܐ,ܓܽܘܢܚܳܐ,603,736,NounAdj,"ܓܽܘܢܚܳܐ dreadful event, disaster, calamity.",dreadful event,
1817,ܥܡܝܪܐ,ܥܡܺܝܪܳܐ,2349,736,NounAdj,"ܥܡܺܝܪܳܐ grass, hay.","grass, hay",
1818,ܦܚܡ,ܦܰܚܶܡ,2479,736,Verb,ܦܰܚܶܡ IIa to compare; to estimate; to collate; to punctuate; IIp.,to compare,
1819,ܚܕܪܐ,ܚܶܕܪܳܐ,13963,735,NounAdj,ܚܶܕܪܳܐ alms gained by begging.,alms gained by begging,
1820,ܝܬܝܘܬܐ,ܒܰܝܬܳܝܽܘܬܳܐ,9275,734.8,NounAdj,"ܒܰܝܬܳܝܽܘܬܳܐ close association, relationship; affinity.","close association, relationship; affinity",
1821,ܫܝܢ,ܫܰܝܶܢ,3186,734.66,Verb,"ܫܰܝܶܢ IIa to pacify; to make peace, peaceful; to reconcile; to calm; IIp.",to pacify,
1822,ܗܒܠܐ,ܗܶܒܠܳܐ,13153,733.6,NounAdj,"ܗܶܒܠܳܐ vanity, emptiness.","vanity, emptiness",
1823,ܕܘܟܝܐ,ܕܽܘܟܳܝܳܐ,698,733,NounAdj,"ܕܽܘܟܳܝܳܐ purification, cleansing.","purification, cleansing",
1824,ܥܢܘܝܐ,ܥܰܢܘܳܝܳܐ,6427,733,NounAdj,"ܥܰܢܘܳܝܳܐ poor, afflicted; ascetic.","poor, afflicted; ascetic",
1825,ܐܚܕܐ,ܐܶܚܳܕܳܐ,5965,732.8,NounAdj,"ܐܶܚܳܕܳܐ fastening, bolt.","fastening, bolt",
1826,ܒܙ,ܒܰܙ,358,732,Verb,"ܒܰܙ fut. ܢܶܒܽܘܙ, Ia to plunder, take spoil; Ip; IIa; IIIa to give over to plunder.","to plunder, take spoil",Movement
1827,ܡܚܬܐ,ܡܰܚܬܳܐ,9091,730,NounAdj,ܡܰܚܬܳܐ m. descent.,descent,
1828,ܐܬܟܠܠ,ܟܰܠܶܠ,15241,730,Verb,"ܟܰܠܶܠ IIa to crown; IIp; IIIa to fancy, imagine.",to crown,
1829,ܣܝܥܬܐ,ܣܺܝܥܬܳܐ,2122,730,NounAdj,"ܣܺܝܥܬܳܐ assistance; troop, company, retinue; chant; Kth. committee.",assistance; troop; Kth. committee,
1830,ܩܛܪ,ܩܛܰܪ,2799,729,Verb,"ܩܛܰܪ fut. ܢܶܩܛܽܘܪ, Ia to tie, knot, interweave; to condense, grow thick; to form; to prepare; to engage (battle); Ip; IIa; IIp; IIIa.","to tie, knot, interweave",
1831,ܕܦܪܕ,ܦܪܰܕ,2577,729,Verb,"ܦܪܰܕ fut. ܢܶܦܪܰܕ, Ia to flee away; Ip to be crushed, reduced to grains; IIa to scare away; IIIa to make to flutter; to disturb; to put to flight.",to flee away,Movement
1832,ܣܕܪ,ܣܕܰܪ,15462,728,Verb,"ܣܕܰܪ fut. ܢܶܣܕܽܘܪ, Ia to set in order, to arrange, set out; Ip to be set out; to be drawn up in line (of battle); IIa to set in array.","to set in order, to arrange, set out",
1833,ܣܬܪ,ܣܬܰܪ,15414,727.5,Verb,"ܣܬܰܪ 1 fut. ܢܶܣܬܽܘܪ, Ia to break down, to pull down, to destroy; to refute; to traduce, to speak against; Ip to be thrown down, to be ruined; to be calumniated; to break out (in sores etc.).",to break down,
1834,ܣܬܪ,ܣܬܰܪ,15534,727.5,Verb,"ܣܬܰܪ 2 fut. ܢܶܣܬܽܘܪ, Ia to hide, cover; to shelter; IIa to conceal; to protect; IIp to be sheltered; to take shelter; IIIa to conceal.",to hide,
1835,ܡܚܘܝܢܘܬܐ,ܡܚܰܘܝܳܢܽܘܬܳܐ,10359,727,NounAdj,"ܡܚܰܘܝܳܢܽܘܬܳܐ demonstration, proof.","demonstration, proof",
1836,ܕܘܥܬܐ,ܕܽܘܥܬܳܐ,671,727,NounAdj,"ܕܽܘܥܬܳܐ sweat, perspiration.","sweat, perspiration",
1837,ܓܡܘܪܬܐ,ܓܡܽܘܪܬܳܐ,588,726,NounAdj,ܓܡܽܘܪܬܳܐ (pl. ܓܽܘܡܪ̈ܶܐ) (burning) coal; particle of consecrated bread.,(burning) coal; particle of consecrated bread,Food
1838,ܪܬܐ,ܪܬܐ,3087,724.35,Verb,"ܪܬܐ* IIIa ܐܰܪܬܺܝ to admonish, to instruct; IIIp.","to admonish, to instruct",
1839,ܩܪܡ,ܩܪܰܡ,2887,724,Verb,"ܩܪܰܡ fut. ܢܶܩܪܽܘܡ, Ia to overlay, plate, cover (with metal etc.); Ip; IIa.","to overlay, plate, cover (with metal etc.)",
1840,ܢܓܪ,ܢܓܰܪ,1907,723,Verb,"ܢܓܰܪ fut. ܢܶܓܰܪ, Ia to last, to be long; IIa to saw, to hew; to act as a carpenter; to sharpen (tongue); IIIa to prolong; to grant a delay; to persevere.",to last; to grant a delay,
1841,ܛܠܢܝܬܐ,ܛܶܠܳܢܺܝܬܳܐ,1240,722,NounAdj,ܛܶܠܳܢܺܝܬܳܐ shade; image.,shade; image,
1842,ܝܕ,ܝܰܕ,14607,721,Prep,"ܝܕ* ܐܺܝܕܳܐ (pl. ܐܺܝ̈ܕܶܐ, ܐܺܝܕ̈ܝܳܐ) f. hand; paw; handle; power, dominion; ܝܰܕ side of, edge, bank; ܒܝܰܕ through, by means of; ܐܺܝܕܳܐ ܒܐܺܝܕܳܐ one after another, in succession; ܒܐܺܝܕܳܐ ܒܐܺܝܕܳܐ gradually, little by little.",side of; through,
1843,ܚܠܘܠܐ,ܚܠܽܘܠܳܐ,1039,720,NounAdj,"ܚܠܽܘܠܳܐ banquet, marriage feast.","banquet, marriage feast",Food
1844,ܟܒܫ,ܟܒܰܫ,1466,720,Verb,"ܟܒܰܫ fut. ܢܶܟܒܽܘܫ, Ia to tread down, subdue, crush, press down, to master (a subject); to pickle; Ip to be subdued, crushed; to be intercalated; IIa to bring into subjection; to take, to subdue; IIp; IIIa to make to lie down.","to tread down, subdue",
1845,ܚܘܡܐ,ܚܽܘܡܳܐ,1059,718,NounAdj,"ܚܽܘܡܳܐ heat, sultriness.","heat, sultriness",
1846,ܡܠܟܝܐ,ܡܰܠܟܳܝܳܐ,8746,717,NounAdj,"ܡܰܠܟܳܝܳܐ royal, regal, imperial.","royal, imperial",
1847,ܢܩܝܐ,ܢܩܳܝܳܐ,12241,717,NounAdj,"ܢܩܳܝܳܐ aptitude, propensity.","aptitude, propensity",
1848,ܕܝܪܝܘܬܐ,ܕܰܝܪܳܝܽܘܬܳܐ,5813,717,NounAdj,ܕܰܝܪܳܝܽܘܬܳܐ monastic life.,monastic life,
1849,ܢܩܝܐ,ܢܶܩܝܳܐ,2021,717,NounAdj,"ܢܶܩܝܳܐ (pl. ܢܩܰܘ̈ܳܬܳܐ) f. sheep, ewe.","sheep, ewe",
1850,ܪܘܝܘܬܐ,ܪܰܘܳܝܽܘܬܳܐ,2964,717,NounAdj,"ܪܰܘܳܝܽܘܬܳܐ intoxication, drunkenness.","intoxication, drunkenness",
1851,ܪܒܨ,ܪܒܰܨ,15573,715,Verb,"ܪܒܰܨ fut. ܢܶܪܒܽܘܨ, Ia to grip; to compress; to oppress; Ip; IIa to check, to repress; IIp.",to grip,
1852,ܥܛܠܐ,ܥܰܛܠܳܐ,9029,714.2,NounAdj,"ܥܰܛܠܳܐ difficult, hard; indistinct; obstinate.",difficult; obstinate,
1853,ܦܠܐ,ܦܠܳܐ,15554,713.7,Verb,"ܦܠܳܐ fut. ܢܶܦܠܶܐ, Ia to pick out; to search for (lice etc.); to chew; IIa to search closely; IIIa to shake out and search (clothes).",to pick out,
1854,ܡܚܬܬܐ,ܡܰܚܰܬܬܳܐ,1948,712,NounAdj,ܡܰܚܰܬܬܳܐ descent.,descent,
1855,ܣܢܝܩܘܬܐ,ܣܢܺܝܩܽܘܬܳܐ,2169,712,NounAdj,"ܣܢܺܝܩܽܘܬܳܐ need, indigence, dearth.","need, indigence, dearth",
1856,ܠܡܚܪ,ܠܰܡܚܳܪ,8522,712,Adverb,ܠܰܡܚܳܪ Kth. tomorrow.,Kth. tomorrow,Time
1857,ܬܐܓܘܪܬܐ,ܬܶܐܓܽܘܪܬܳܐ,11763,708,NounAdj,"ܬܶܐܓܽܘܪܬܳܐ, ܬܶܓܽܘܪܬܳܐ merchandise, trade, commerce.","merchandise, trade, commerce",
1858,ܠܝܠܐ,ܕܰܠܺܝܠܳܐ,10970,707.3,NounAdj,ܕܰܠܺܝܠܳܐ few.,few,
1859,ܬܪ,ܢܬܰܪ,14856,707,Verb,"ܢܬܰܪ fut. ܢܶܬܰܪ, Ia to fall off (of leaves etc.); to fall away, to disintegrate; IIIa ܐܰܬܰܪ to shake down, to throw down; to let fall.",to fall off (of leaves etc.),Movement
1860,ܩܒܘܪܬܐ,ܩܒܽܘܪܬܳܐ,2735,707,NounAdj,ܩܒܽܘܪܬܳܐ funeral.,funeral,Death
1861,ܫܠܝܚܘܬܐ,ܫܠܺܝܚܽܘܬܳܐ,3213,707,NounAdj,ܫܠܺܝܚܽܘܬܳܐ embassy; office of apostle; nakedness.,embassy; office of apostle; nakedness,
1862,ܣܒܥܐ,ܣܰܒܥܳܐ,2053,706,NounAdj,"ܣܰܒܥܳܐ satiety; abundance, plenty.","satiety; abundance, plenty",
1863,ܪܘܬܐ,ܒܪܽܘܬܳܐ,9657,705.1,NounAdj,ܒܪܽܘܬܳܐ 1 sonship.,sonship,
1864,ܛܘܟܣܐ,ܛܽܘܟܳܣܳܐ,5947,705,NounAdj,"ܛܽܘܟܳܣܳܐ arrangement, ordering, organization; regulation, ordinance, precept; composition.","arrangement, organization",
1865,ܫܓܝܫܐ,ܫܓܺܝܫܳܐ,12946,705,NounAdj,ܫܓܺܝܫܳܐ disorderly; troubled; boisterous; dangerous.,disorderly; troubled,
1866,ܨܝܡܐ,ܨܰܝܳܡܳܐ,2672,704,NounAdj,ܨܰܝܳܡܳܐ one who fasts.,one who fasts,Numbers
1867,ܠܒܝܟܐ,ܠܒܺܝܟܳܐ,12792,704,NounAdj,ܠܒܺܝܟܳܐ holding office.,holding office,
1868,ܢܫܒ,ܢܫܰܒ,2035,704,Verb,"ܢܫܰܒ fut. ܢܶܫܽܘܒ & ܢܶܫܰܒ, Ia to blow, to breathe; Ip to be tossed by the wind; to be ensnared; IIIa to cause to blow.","to blow, to breathe",
1869,ܥܘܠܐ,ܥܰܘܳܠܳܐ,2272,703.8,NounAdj,"ܥܰܘܳܠܳܐ wicked, unjust, lawless. ","wicked, unjust",
1870,ܐܢܫܐܝܬ,ܐ̱ܢܳܫܳܐܺܝܬ,13585,703,Adverb_ܐܝܬ,ܐ̱ܢܳܫܳܐܺܝܬ humanly.,humanly,
1871,ܥܨܐ,ܥܨܳܐ,2388,703,Verb,"ܥܨܳܐ fut. ܢܶܥܨܶܐ, Ia to compel, constrain, force; to tear out (eyes) Ip; IIa to resist, to refuse, to be stubborn; IIp to suffer violence; to resist, to refuse; to contradict; IIIa to oppress.","to compel, constrain, force",
1872,ܩܕܝܐ,ܩܰܕܺܝ,15262,702.4,Verb,"ܩܰܕܺܝ IIa to possess, hold fast to; to retain, acquire; IIp; IIIa to make permanent.","to possess, hold fast to",
1873,ܓܡܠܐ,ܓܰܡܠܳܐ,585,701.4,NounAdj,ܓܰܡܠܳܐ camel; rafter.,camel; rafter,
1874,ܦܗܐ,ܦܗܳܐ,2457,701,Verb,"ܦܗܳܐ fut. ܢܶܦܗܶܐ, Ia to wander, roam; IIIa to mislead.","to wander, roam",
1875,ܢܣܝܒܘܬܐ,ܢܣܺܝܒܽܘܬܳܐ,6502,701,NounAdj,"ܢܣܺܝܒܽܘܬܳܐ reception, acceptance, participation.","reception, participation",
1876,ܨܨܐ,ܨܶܨܳܐ,2714,701,NounAdj,ܨܶܨܳܐ nail.,nail,
1877,ܩܪܒܬܢܐ,ܩܪܰܒܬܳܢܳܐ,12142,700,NounAdj,"ܩܪܰܒܬܳܢܳܐ warrior; pugnacious, warlike.","warrior; pugnacious, warlike",
